,filename,ID,Result,AA_Rationale,AA_Factor,AD_Rationale,AD_Factor,RA_Rationale,RA_Factor,RD_Rationale,RD_Factor
25,"201606/臺灣新北地方法院民事/PCDV,104,婚,822,20160608,1.json",39_24_be78ea,a,原告身體健康狀況良好，目前經濟狀況穩定，原告為兩名未成年子女主要照顧者，了解未成年子女身心狀況與生活作息，評估原告具相當親職能力。原告的工作時間固定，可於下班時間陪伴未成年子女，並以口頭勸說、設限的方式教導未成年子女，於假日攜未成年子女出遊，評估原告具相當教養能力。原告有穩定之工作收入，能提供本身及未成年子女基本生活所需，且非正式支持系統亦可提供相關協助，評估原告具相當經濟能力。原告為兩名未成年子女的主要照顧者，又為使日後對未成年子女之重大決定能不受兩造意見歧異之影響，並持續善盡照顧未成年子女之責，希冀取得未成年子女之單獨監護權，評估原告具有監護意願，監護動機為正向目的。主要照顧者原則、手足不分離原則及幼兒從母原則，評估由原告單獨監護能提供兩名未成年子女安全、穩定之照顧。原告與鄰里關係友善良好，亦善於使用鄰里之互相協助照顧之資源,"子女年齡,親子感情,支持系統,父母經濟,父母健康,意願能力,主要照顧",,,被告能提供基本生活照顧及具有親職教養能力，未成年子女2受照顧狀況良好，評估被告有能力執行親權相關事項。被告提供的住所為被告母親的房子，居住環境與生活空間目前尚可滿足未成年子女2之需求。被告有很高的意願要照顧2名未成年子女，然未成年子女2目前與被告同住，被告可以自行處理未成年子女2的生活事項及教養觀念良好，評估被告適合擔任未成年子女2的親權人。因未成年子女2僅年滿_AgesYear_，目前沒有就學的需求，被告對未成年子女2預計規劃年滿_AgesYear_後，再讓未成年子女2上幼兒園。未成年子女2表示現與原告及被告感情好，喜歡原告也喜歡被告，親子關係融洽。維持現狀原則與主要照顧者原則心理親職者原則被告多用溫和耐心的方式陪伴未成年子女2玩樂與常規禮貌的教導，明顯感受未成年子女2安全感時族、不時露出歡樂的笑容及探索未知新環境，評估親子關係良好且受到有品質及用心的照顧。,"子女年齡,親子感情,父母生活,意願能力,人格發展,主要照顧",被告所述之親族照顧優勢，在被告大哥預定搬離其住所後，亦僅剩被告母親可以提供照顧支援不似被告在場般容易躁動和情緒較易起伏，並多以哭鬧表達其需求被告則會放任子女於正餐前後食用零食，對於孫歆未觀察到被告有此一敏察子女身體狀況之行為。子女於被告在場時較有哭鬧行為，被告一離開後，子女便安靜，並可讓被告之親屬安穩陪伴之，而被告一靠近又開始哭鬧，顯對被告有索取注意或關愛之行為。,"親子感情,父母品行,支持系統"
26,"201502/臺灣新北地方法院民事/PCDV,103,婚,829,20150224,1.json",28_30_ec0cce,c,具有高度監護意願，監護動機亦為正向目的。平日會與被監護人聯繫並關心被監護人生活狀況，假日亦會攜被監護人返家居住，且能陳述被監護人身心狀況，被監護人亦表達對聲請人有正向互動`.願意栽培被監護人，並願意尊重被監護人未來的就學意願，具有基本的教養能力。有穩定工作及收入，能滿足被監護人基本生活所需，經濟能力穩定。目前有法律扶助基金會律師提供協助，且與聲請人家庭成員互動關係良好，被監護人目前_AgesYear_，具認知及表達能力，能表達受照顧情形。被監護人目前與相對人同住，且表達與兩造互動良好，週六及週日若無特殊安排則與聲請人共同居住。,"子女年齡,親子感情,意願能力,父母經濟",聲請人家庭成員皆居住於越南，且聲請人在臺灣無其他友人能協助照顧被監護人，評估具有基本的正式支持，然非正式支持系統薄弱。,支持系統,具有高度監護意願，監護動機為使被監護人能於穩定的環境下成長，為正向監護目的。與被監護人親子互動自然，具有良好的親職能力。能適時的指正被監護人的不良行為，並願意盡力栽培被監護人，評估具有基本的教養能力。有穩定的工作及收入，能提供被監護人基本生活所需，評估經濟能力穩定。相對人弟弟目前與相對人同住，且相對人哥哥居住於相對人住所附近，假日亦會攜被監護人至宜蘭拜訪相對人大姊，相對人兄弟皆能提供照顧協助，評估具有基本的非正式支持系統。被監護人目前_AgesYear_，具認知及表達能力，能表達受照顧情形。被監護人目前與相對人同住，且表達與兩造互動良好，未來亦希冀週一至週五與相對人同住，,"子女年齡,親子感情,父母生活,支持系統,父母經濟,父母品行,意願能力",時常會玩彩券而未能善盡照顧被監護人之責任，,"父母生活,意願能力"
27,"201602/臺灣彰化地方法院民事/CHDV,105,家親聲,33,20160229,1.json",10_25_029e5f,b,足認兩造均有強烈意願爭取監護權，在經濟能力、滿足未成年子女基本物質需求、教養能力、居住環境及提供協助教養功能均為正面評估。另外案祖父母受訪時亦表示樂意協助照顧案主的生活起居，案父目前所住建築物為案祖母所持有，能給案主一個妥適的居住環境，案父在經濟能力、教養功能、居住環境及滿足案主基本物質需求等為正向評估。,"父母生活,意願能力,支持系統,父母經濟",顯見聲請人確實有相對人所指陳情緒控管不佳之情形，難認適合擔任未成年子女陳冠穎權利義務之行使或負擔。言談間充滿知識分子之優越感，此種心態未必有利於未成年子女之教養；顯然將無價之親情淪為具有對價關係之交易客體來秤斤論兩，此種價值觀委無足取，實難認聲請人適合擔任未成年子女陳冠穎權利義務之行使或負擔。,"父母生活,意願能力",足認兩造均有強烈意願爭取監護權，在經濟能力、滿足未成年子女基本物質需求、教養能力、居住環境及提供協助教養功能均為正面評估。並斟酌未成年子女之年齡、現狀、將來人格發展等一切情狀，依「幼兒從母原則」及「維持現狀原則與主要照顧者原則」，認未成年子女陳冠穎權利義務之行使及負擔由相對人單獨任之，最符合未成年子女之最佳利益。綜合上述，本院審酌未成年子女陳冠穎年僅_AgesYear_餘，正是建立依附與信賴關係之年齡，相對人身為母親與陳冠穎之親緣聯結既深且遠，且陳冠穎自幼均由相對人照顧，目前與相對人及其家人同住生活，受照顧狀況良好，彼此關係深厚，相對人於下班後，即得以全心陪伴陳冠穎至入眠，能帶給陳冠穎足夠之安全感；,"子女年齡,親子感情,支持系統,父母經濟,意願能力,人格發展,主要照顧",,
29,"201506/臺灣高雄少年及家事法院民事/KSYV,104,婚,168,20150611,3.json",51_37_ab695e,a,在監護動機上有良善立意，在親職能力方面，原告因具穩定工作而較有經濟能力，並且因長期打理照顧兩名被監護人生活事宜，亦具情感聯繫與照顧經驗，據兩名被監護人所述，評估原告與兩名被監護人間已建立穩定與親密之依附關係，評估原告適合擔任監護人。認為原告有監護未成年子女之正當意願與動機，且原告就經濟狀況、照顧計畫和親職能力等方面，並無不適宜擔任親權人之處，而乙○○、甲○○自幼即由原告照顧生活起居，故與原告感情依附關係緊密，衡諸繼續性原則、主要照顧者原則等一切情狀，本院認為未成年子女權利義務之行使或負擔，應由原告單獨任之，較符合未成年子女之最佳利益,"主要照顧,親子感情,意願能力,父母經濟",,,經常會與兩未成年人電話聯繫，彼此間關係尚稱良好，但仍希望共同行使負擔未成年人權利義務,親子感情,被告與家族親友合夥經營魚塭，但養殖漁業端視市場價格及天候，收入並不穩定。被告家族成員雖然大都居住在附近，但各有其家庭，無法提供協助，支持系統不佳。,"父母生活,支持系統,父母經濟"
31,"201702/臺灣高雄少年及家事法院民事/KSYV,106,家親聲,15,20170222,1.json",22_35_a4e199,b,目前早上需工作，但受監護人外祖母可提供照顧上的協助，讓相對人可安心工作，以利相對人無論在經濟資源及家庭照顧系上都有穩定支持，故相對人家庭支持系統佳。確實為受監護人主要照顧者，並且有妥善照護受監護人，讓受監護人在安全、受保護的狀況下，得到身心靈滿足本身為護理人員，對於嬰幼兒照顧上有相當的醫療觀念及照顧方式，故受監護人對於相對人、受監護人外祖母的依附關係緊密，相對人也聲稱願意與聲請人保有良善父母關係，讓受監護人仍享有父子親情親權觀念合宜，爭取意願高，符合受監護人利益，適任監護人。,"親子感情,父母生活,支持系統,父母經濟,意願能力,父母職業,主要照顧,友善父母",,,由於照顧被監護人的時間較相對人來的多，且又有母親可協助並只照顧被監護人一不似相對人需提早出門上班，下班回到家都晚上10點半，且協助照顧的相對人母親又同時要照顧相對人大姊的2名子女。存款有_AmountOfMoney_，每月所得扣除包括房貸及生活所有支出，尚有_AmountOfMoney_可供使用。評估聲請人經濟無虞，有經濟能力養育被監護人獲得監護權後會維持現狀，不會變動被監護人生活模式，生活重心也會以被監護人為重，工作之餘的時間就是照顧打理被監護人生活事物。熟知被監護人生活作息、成長狀況，按時打預防針，並持續提供穩定良好生活照顧。當被監護人哭鬧時，也會先抱起安撫情緒，再了解原因，做適時處理，如身體有異狀會立即就醫醫治。評估聲請人親職能力良好被監護人從出生就與聲請人共同生活至今，社工訪視聲請人時，聲請人正餵食被監護人蔬菜粥訪視過程聲請人都將被監護人抱在懷裡，當被監護人哭鬧時，聲請人會安撫情緒，並哄被監讀人在懷中入睡。評估被監護人與聲請人情感依附關係正向緊密被監護人再過17天就滿_AgesYear_，社工訪視聲請人時，聲請人正在餵被監護人吃晚餐；就探視安排而言，聲請人如獲得監護權，不但歡迎相對人隨時來探視被監護人，也會每月主動帶被監護人去相對人住處，讓被監護人與相對人同住幾天目前留職停薪，相對人亦不爭執（見本院_SpecificCase_卷第13至14頁），聲請人應得得全心全意親自照顧未成年子女，相較相對人仍須工作之情形，由聲請人擔任未成年子女親權行使人應較適宜。基於讓被監護人有更佳良好的照顧，因而爭取監護權，評估聲請人監護動機正向，意願積極而為了讓被監護人不孤單，並學習群體生活及如何與人互動，所以計畫在被監護人_AgesYear_時上幼幼班。評估聲請人照顧計畫和教養態度良善,"子女年齡,親子感情,父母生活,支持系統,父母經濟,意願能力,主要照顧,友善父母",,
32,"201712/臺灣高雄少年及家事法院民事/KSYV,106,家親聲,588,20171226,1.json",33_02_8a367e,b,兩造目前皆有強烈監護意願，並具備一定照顧經驗，兩造對子女未來照顧環境皆有規劃，目前居住條件亦符合孩童需求。兩造皆具備基本照顧能力，,"父母生活,意願能力",目前無職亦無固定收入，照顧上無他人可提供協助，對未成年子女實施家暴行為經本院核發前揭通常保護令在案等情，,"支持系統,父母經濟,父母品行,人格發展,父母職業,友善父母",兩造目前皆有強烈監護意願，並具備一定照顧經驗，兩造對子女未來照顧環境皆有規劃，目前居住條件亦符合孩童需求。於大學擔任行政人員，工作收入與經濟狀況都較聲請人穩定。與家人同住，其家人並願意提供協助，支持系統相對完善。兩造皆具備基本照顧能力，具備更好的親職能力。實際進行親子觀察'相對人與未成年子女言語互動頻繁，肢體上常有親暱接觸與擁抱等，未成年子女並積極邀請相對人一起遊戲，並給予相對人大量正向情緒回饋，無任何抗拒相對人之情況。經濟狀況、支持系統、親職能力等皆有優勢，並具備良好的教養態度、尊重未成年子女之意見與人格發展且能提供子女安全自由的教養環境，,"父母生活,親子感情,支持系統,父母健康,意願能力,父母職業",,
33,"201611/臺灣新北地方法院民事/PCDV,104,婚,147,20161125,2.json",48_29_ab8caa,a,觀察聲請人目前非為案主之主要照顧者，但與案主有保持穩定之互動，有強烈之照顧意願，經濟況穩定，有良好之家庭支持系統，能提供案主良好之生活照顧，並與案主互動佳，綜上，兩造固均展現照顧子女之意願與行動，並均有相當之親屬支援系統，然基於原告為兩造分居前照顧子女較多之人，且其親職能力、妥適處理子女忠誠衝突之能力與表現較佳，較能重視探視對非同住方維繫親情之重要性，而願提供非同住方較多之探視彈性，親屬資源亦能實質協助聲請人度過婚姻與親子關係曾遭逢之瓶頸，且對他方較無負面之猜忌與評價，可認較利於提供子女身心健全之友善成長環境。並審酌兩造之子女之年齡、性別及人格發展需要，暨兩造之經濟能力、職業、品行、生活狀況，及兩造與子女間之感情、互動等一切情狀，認由原告任親權人，較符合子女之最佳利益，,"子女年齡,親子感情,父母生活,支持系統,父母經濟,父母品行,意願能力,人格發展,父母職業,主要照顧,友善父母",,,評估被告爭取案主監護權之態度十分積極且堅定，目前案主由被告照顧養育妥適，生活亦安定，故案主由被告監護扶養，尚無不妥。評估被告確實有親自照料及參與案主的生活，親子關係良好，已建立穩健的親情感。評估被告之照顧計劃應可符合未來案主各階段之需求無虞。評估被告具備穩定之經濟能力扶養案主，評估被告有穩定之家人支持綜合以上評估，案主權利義務之行使與負擔，由被告任之，應為妥適；綜上，兩造固均展現照顧子女之意願與行動，並均有相當之親屬支援系統，,"親子感情,意願能力,支持系統,父母經濟",至被告則於擔任主要照顧者期間，對他方探視子女基於親權爭奪之主觀防衛而採取諸多限制，其中不無有忽略子女利益之部分之考量，,"親子感情,友善父母"
34,"201503/臺灣新北地方法院民事/PCDV,103,家親聲,632,20150325,1.json",29_28_11be7b,c,扶養案主之態度積極，現階段確實提供案主正常、穩定的生活，聲請人及其再婚先生有實際照顧案主生活起居及陪伴學習、成長，並能有耐性的給予案主要求及教導，又訪談中觀察案主對聲請人及其再婚先生之住所熟悉，能自在活動，案主與聲請人、聲請人再婚先生及其家人間均有肢體接觸，互動頻繁；承諾日後會持續親自照顧及打理案主生活，並陪伴學習與成長，給予親情關愛與呵護，已安排案主接受學齡前教育，亦陪同參加讀經班等課程，另聲請人再婚先生將會全力支援聲請人；有讓案主接受基本教育，並提供妥適之生活照料，且有再婚先生之支持與協助，故聲請人之照顧計晝應可符合案主各階段之需求與發展。案主陳述聲請人及其再婚先生有照顧他，也有陪他玩耍，又訪談時觀察案主與聲請人等家人之互動頻繁緊密，相處氣氛融洽自在，尤其與聲請人再婚先生間有擁抱、親吻之舉動，且堅持要聲請人再婚先生陪同玩耍；案主正常接受學齡前教育、作息正常，在生活及情感上對聲請人等家人是屬倚賴，故應可由聲請人承擔監護職責。全職照顧案弟，目前聲請人、案主之所有生活開銷、案主教育費等皆由聲請人再婚先生支應，而聲請人再婚先生經濟狀況尚佳，聲請人有其再婚先生支持應可持續承擔案主之扶養，對案主之保護與教養無失職之處，且有心承擔親職，故案主由聲請人單方監護扶養，應無不妥等情，聲請人之現任配偶楊騏菖對葉欲民視如己出，彼此間感情良好、關係緊密。葉欲民自出生迄今均由聲請人擔任主要照顧者，彼此間已建立緊密的依附關係，葉欲民亦習慣目前之生活環境及照顧方式，,"親子感情,支持系統,父母經濟,子女意願,意願能力,主要照顧",,,會與被監護人溝通合宜的行為舉止為何，被監護人亦能接受管教與設限，願意陪伴、栽培被監護人持續就學與成長，具有良好教養能力。工作穩定且也有儲蓄習慣，經濟能力尚可，能提供本身及被監護人生活所需。相對人父母身心健全、慈祥和藹，鄰里關係良好，對被監護人充滿愛意與溫暖，且相對人兩位碩士學歷姊姊，以及從事教育工作的姊夫亦會給予相對人諮詢與建議，評估相對人非正武支持系統穩定。曾因賭博經法院判處徒刑，及對聲請人施以家庭暴力，本院認聲請人於101年間因犯賭博罪經法院判處徒刑後，迄今並無刑事案件犯罪紀錄，亦無再對聲請人及家屬施以暴力之情，顯見相對人已深自反省，並導正其行為及生活，自不應因此剝奪相對人擔任葉欲民親權人之機會葉欲民於本院表示伊喜歡跟丙○○爸爸或楊騏菖爸爸睡覺，也喜歡跟丙○○爸爸或楊騏菖爸爸玩，伊喜歡跟丙○○爸爸或楊騏菖爸爸一起住等語，足徵相對人與兩造互動良好、感情親密，,"親子感情,父母生活,支持系統,父母經濟,子女意願,父母品行,意願能力",於兩造婚姻關係存續中曾對聲請人施以家庭暴力，,"親子感情,父母品行,父母生活"
35,"201502/臺灣臺中地方法院民事/TCDV,103,家親聲,686,20150206,1.json",20_34_a92cc3,b,身心狀況良好，且有運動習慣，在經濟上，反請求相對人為國小教師，工作收入及時間穩定，自述收入部份能支付生活開銷，在支持系統上，目前與父母親、大哥同住，而姊姊偶爾會返家，會利用手機通訊軟體保持聯絡，評估反請求相對人具有監護能力惟就反請求相對人未來生活計畫，評估反請求相對人未來之親職時間及親職能力能符合案主所需目前居住格局為透天厝，在反請求相對人之父母親名下，室內擺飾簡單，距離幼兒園為五至八分鐘，距離附近之診所為八分鐘，距離超市、百貨公司為六至十分鐘，且附近也有公園，故生活機能便利，評估反請求相對人所提供之照護環境適合案主成長及居住。而認為自己照顧案主認真仔細，對案主未來發展較好，另外，未來不會阻止反請求聲請人探視案主，評估反請求相對人有意爭取案主監護權，且對於反請求聲請人探視態度友善教育計畫應可行，且依反請求相對人之經濟狀況，應能支付案主之教育費用,"父母生活,親子感情,支持系統,父母經濟,父母健康,意願能力,父母職業,友善父母",對反請求相對人的人格、責任感、情緒控管及支持系統皆不信任，尤其對反請求相對人曾經對她及案主有肢體傷害一事有所反感，反請求聲請人更無法接受反請求相對人過去會當著案主面前言語表達「nomummy」等語，無法茍同反請求相對人挑撥她與案主間的母子情感針對反請求相對人，案主未有特別的描述，案主僅有說明很久沒有與反請求相對人相處或說話自一百零一年四月開始，反請求聲請人便會限制反請求相對人僅能在住家探視，於一百零一年，反請求相對人僅順利探視三次，而於一百零二年，僅在八月探視一次，因反請求相對人探視時間短少，致使反請求相對人對於案主的生活狀況皆不甚了解就反請求相對人探視案主之次數及時間，認為反請求相對人目前親職時間明顯不足，使反請求相對人親職能力無法展現，雖反請求相對人對未來有所規劃，然案主恐將面臨照顧者及環境之轉變,"親子感情,意願能力,支持系統,友善父母",具備監護案主之意願且態度及行動力積極為正式教師，工作及薪水穩定，且反請求聲請人與案外祖父母同住，家庭開銷大多是有案外祖父母協助支付，減輕反請求聲請人的經濟負擔，讓反請求聲請人有更多金錢可運用在案主教育及生活支出上與案主的親子關係良好，有建立穩定的親情依附依據案主所述之日常生活中的陪伴者及照顧者，為反請求聲請人及案外祖父母，他們也都是最疼愛案主之人，案主可以明確分享反請求聲請人對他生活照料的內容，且對與反請求聲請人同住的生活表達沒有感到不好的地方，案主對反請求聲請人並未有討厭或不喜歡的地方評估反請求聲請人較有參與案主生活成長之經驗，案主也清楚反請求聲請人有真的付出對他的照顧,"親子感情,支持系統,父母經濟,意願能力,父母職業",工作地點為新北金山，並無與在板橋的案主同住，案主皆由案外祖父母照顧，雖於一百零三年反請求聲請人請調回板橋，然其父母親較為寵愛，將不利於案主人格的發展,"親子感情,支持系統,父母生活,父母職業"
36,"201610/臺灣雲林地方法院民事/ULDV,105,家親聲,86,20161031,1.json",10_31_885202,c,評估聲請人支持系統及親職功能部分皆屬良好，可提供未成年子女穩定、妥善之生活照顧，且監護動機亦屬良善，評估未成年子女由聲請人監護應無不妥之處等語兩造對於未成年子女的關愛，於會談過程中可以觀察到兩造與未成年子女之間皆具依附關係親職能力較為完整，且其較能回應未成年子女現階段的語言與認知能力的發展需求，可以從其回應未成年子女的方式理解未成年子女的問題與日常照顧能力得知。認兩造在經濟狀況、親職能力、支持系統及照顧計畫等方面，均具有照護上開未成年子女之能力，且皆有強烈之監護意願，更對上開未成年子女之成長表現出相當之關心與疼愛之情。聲請人較相對人了解上開未成年子女之生活情況、喜好及習性，併參酌母親之角色有其獨特之女性人格特質，最能了解小孩在生活上之需要，母親亦往往較能照顧小孩的生活起居，此尤以年幼子女更甚；,"子女年齡,親子感情,支持系統,父母經濟,意願能力",,,故相對人的支持系統足夠尚穩定兩造對於未成年子女的關愛，於會談過程中可以觀察到兩造與未成年子女之間皆具依附關係對於上開未成年子女之關心與疼愛則無二致○本院參酌上揭訪視報告、調查報告、兩造之陳述及所提事證，認兩造在經濟狀況、親職能力、支持系統及照顧計畫等方面，均具有照護上開未成年子女之能力，且皆有強烈之監護意願，更對上開未成年子女之成長表現出相當之關心與疼愛之情。認兩造在經濟狀況、親職能力、支持系統及照顧計畫等方面，均具有照護上開未成年子女之能力，且皆有強烈之監護意願，更對上開未成年子女之成長表現出相當之關心與疼愛之情。,"親子感情,意願能力,支持系統,父母經濟",評估其育嬰知識及技巧尚待加強，且需有育嬰經驗的家人或長輩從旁指導及協助，教養計畫部分，相對人則囿於工作之關係，需委由保母照顧依此足認相對人因工作之故，顯無法隨時親自陪伴照顧未成年子女，而父親若要取代母親的功能角色，即便花極大功夫與時間，亦恐難扮演好母親之角色，,"親子感情,意願能力,父母職業"
37,"201502/臺灣嘉義地方法院民事/CYDV,104,家親聲,3,20150226,1.json",11_14_eeea6c,b,有穩定工作及收入來源，可提供本身與甲、乙基本生活所需；家庭成員間感情深厚，家庭成員願意協助照顧兩名未成年子女，甲與聲請人家庭成員互動狀況良好甲一出生迄今多半由聲請人擔任主要照顧者，聲請人對於甲、乙身心狀況瞭解；具有高度監護意願，期待能單獨監護甲、乙，並願負擔甲、乙未來養育責任，在居住環境、學歷、親屬支援系統、經濟狀況、照顧未成年子女之經驗及技巧與子女間之情感依附關係等項，兩造所具備之條件與能力相當，亦均無對於未成年子女不利之處,"親子感情,父母生活,支持系統,父母經濟,意願能力,主要照顧",名下除機車一部外，無任何動產及不動產乙則多由相對人父母協助照顧，_SpecificCase_及所附工作摘要紀錄表、訪視建議表在卷可參。不願意照顧未成年子女，常返回淡水娘家住處，97年返回東石居住時，聲請人在家中只是將子女丟給相對人母親照顧，有時回淡水就不願回來照顧家庭，自幼即與相對人及其親屬同住、照顧，乙在社工員訪視及本院調查時，前後一致表明不願與聲請人同住甲於雙福訪視時，固表示希望與聲請人同住，然其於本院2次調查時詢問其意願，一致表示希望與相對人同住,"親子感情,父母生活,支持系統,父母經濟,子女意願,意願能力",在居住環境、學歷、親屬支援系統、經濟狀況、照顧未成年子女之經驗及技巧與子女間之情感依附關係等項，兩造所具備之條件與能力相當，亦均無對於未成年子女不利之處對於相對人住處生活環境、親屬互動、同儕師長學習模式已然熟悉並適應乙對於出生至今之家庭環境、生活模式、周遭接觸親屬具有熟悉及安全感，其既無意願變動相對人及其家屬對乙之照顧保護並無任何不利或疏失，,"親子感情,父母生活,支持系統,父母經濟,子女意願,意願能力",,
39,"201611/臺灣高等法院花蓮分院民事/HLHV,104,家上,12,20161103,2.json",48_25_fde1d6,b,希望由其單獨監護未成年人，或由兩造共同監護。,"親子感情,友善父母",查本件許博翔為家庭暴力之加害人，其屢對家庭成員即林淑芳、兩造未成年子女許○○為家庭暴力行為，業經本院調查認定如前，故本件對於未成年子女許○○權利義務之行使或負擔，應推定許博翔不適任評估許博翔目前難稱合適之主要照顧者等語，參以許博翔有前述家庭暴力之情形，恐對未成年子女許○○身心發展造成負面影響，未成年子女許○○亦對情緒管控較差之許博翔感到恐懼，與許博翔關係緊張、疏離，,"親子感情,父母生活,父母品行,意願能力,人格發展",未成年人自出生迄今，大都是由林淑芳主責照顧，安排未成年人之就學及生活作息，負擔未成年人之各項費用，林淑芳爭取未成年人權利義務行使或負擔之動機，積極而良善。林淑芳在各項指標表現良好，未成年人也期待由林淑芳照顧，參酌未成年人接受照顧之持續性、友善父母及未成年人之意願，應由林淑芳主責未成年人權利義務之行使或負擔較符合實際狀況本院審酌前揭事證暨上開訪視報告之結果及未成年子女許○○之意願，認林淑芳有監護未成年子女許○○之能力及意願，且向來擔任未成年子女許○○之主要照顧者，未成年子女許○○對照顧認知與情感依附者皆為林淑芳，，併考量兩造監護動機、意願及能力、家庭環境、未成年子女之年齡、意願、監護現狀等一切情狀，原審認未成年子女許○○之權利義務行使及負擔由林淑芳單獨任之，應符合子女之最佳利益，應為妥適。,"子女年齡,親子感情,父母生活,父母經濟,子女意願,意願能力,主要照顧,友善父母",,
43,"201602/臺灣士林地方法院民事/SLDV,104,婚,187,20160223,1.json",05_09_a6050c,b,住家室內約60多坪，客廳空間寬敞，以大片玻璃區隔客廳與辦公室，有兩間臥室，各自有衛浴，主臥室空間寬敞，合併浴室約大20坪大，內設置雙人床與簡單傢具，另一臥房目前多堆置雜物，並無床舖，案主來時與聲請人同睡。住家附近有天母商圈、大型公園、學區及大型醫院，育樂環境良好家人為主要非正式支持系統，過去曾請姐姐及母親到家中協助照顧案主，自述案主出生後扶養費均由其負擔，兩造分居後案主學費亦由其負擔了解案主性格與學習狀況，與案主互動正向良好,"親子感情,支持系統,父母生活",聲請人家人過去有協助照顧案主經驗，然觀察聲請人目前未與家人同住，與家人關係亦未顯親近，評估兩造均缺乏穩定支持系統聲請人過去有撫育案主經驗，然非案主生活主要照顧者惟兩造皆缺乏穩定支持系統，若由任一方單獨監護照顧案主，均有損案主最佳利益，故建議由兩造共同監護案主。,"主要照顧,親子感情,支持系統,父母生活",過去多為案主主要照顧者，了解案主身心發展與學習狀況，有實際教養及督促學習，與案主互動緊密，依附關係良好。未成年子女陳芝妤於訪視時已明確表達希望與母親同住，本院對其個人意願自應予尊重,"親子感情,子女意願,意願能力,人格發展,主要照顧",七月甫任職，工作狀況難稱穩定，難以評估其未來經濟穩定程度。生家庭成員均居住上海市，評估兩造均缺乏穩定支持系統,"支持系統,父母職業,父母經濟"
45,"201607/臺灣士林地方法院民事/SLDV,105,婚,58,20160719,1.json",14_49_b098a7,c,均具相當之經濟能力、親職能力、支援系統及監護意願，兩造均應具備獨立監護未成年子女之能力及意願。而未成年子女張睿辰自_SpecificDate_出生之時，兩造感情已屬不睦並分居，因此其自出生迄今均由原告獨自照顧是以未成年子女潘縉維亦應由原告負主要之照顧責任，並與母親即原告共同生活，較屬適當。,"主要照顧,意願能力,支持系統,父母經濟",,,具相當之經濟能力、親職能力、支援系統及監護意願，兩造均應具備獨立監護未成年子女之能力及意願。,"親子感情,意願能力,支持系統,父母經濟",未成年子女潘縉維雖由被告之母親照顧，惟此僅屬代替兩造照顧幼子之性質，而非可認定未成年子女潘縉維自幼即由被告單獨照顧扶養，且未成年子女潘縉維係於兩造衝突中，始被迫與原告分離而減少照顧期間，自不得因而認定係與被告共同生活且已產生緊密之親子依附關係，而認被告係較適合行使負擔其權義務之人自認其於婚姻關係中與訴外女子陳鈺婷交往等情，此亦為兩造婚姻破裂之重要原因，而被告目前仍與該女子交往中，因此未成年子女潘縉維若由被告單獨照顧扶養，是否會造成其心理上之影響，亦不無所疑,"親子感情,支持系統,人格發展"
47,"201611/臺灣屏東地方法院民事/PTDV,105,婚,135,20161129,1.json",24_10_5334a6,a,能理解並認同未成年人身心需求，可依照未成年人發展狀況來調整陪伴時間和關心重點，管教方式較傾向愛的教育，評估原告能提供有利未成年人正向發展之照顧向為未成年人之生活主要照顧者，孩子身心發展良好，照顧現況不宜貿然變動，原告亦有穩定經濟能力足以提供未成年人生活所需身體健康，體態與精神狀態皆良好，也有獨立照顧未成年人的經驗，亦有穩定工作及副業，且無負債，生活無虞，可認原告能提供未成年人實際生活上妥善之照顧。,"親子感情,父母經濟,父母健康,意願能力,人格發展,主要照顧",,,表示會給未成年人良好的照顧環境與品質，並表示不會阻擋被告探視未成年人，可認被告親權意願高，對於親權概念尚屬了解，又被告工作重心在北部，每週會抽出一、兩天時間回屏東陪伴未成年人，被告之母已退休，可穩定照顧陪伴未成年人被告與被告之母親職及教育規劃能力佳,"父母生活,意願能力,支持系統,友善父母",實際上並無照顧未成年子女之經驗，且其工作重心位於北部，只能依賴被告之母代為照顧，事實上難以親自照顧未成年子女婚後動輒毆打、辱罵原告，此據本院認定如前，是依法即推定由被告行使或負擔權利義務不利於未成年子女乙○○、甲○○。,"父母生活,父母品行,父母職業"
